Item Name,Quantity,Measure,Wgt (g),Cals (kcal),FatCals (kcal),SatCals (kcal),Prot (g),Carb (g),TotFib (g),TotSolFib (g),Sugar (g),MonSac (g),Disacc (g),OCarb (g),Fat (g),SatFat (g),MonoFat (g),PolyFat (g),TransFat (g),Chol (mg),Water (g),Vit A-IU (IU),Vit A-RAE (mcg),Caroten (mcg),Retinol (mcg),BetaCaro (mcg),Vit B1 (mg),Vit B2 (mg),Vit B3 (mg),Vit B3-NE (mg),Vit B6 (mg),Vit B12 (mcg),Biot (mcg),Vit C (mg),Vit D-IU (IU),Vit D-mcg (mcg),Vit E-a-Toco (mg),Folate (mcg),Fol_DFE (mcg DFE),Vit K (mcg),Panto (mg),Calc (mg),Chrom (mcg),Copp (mg),Fluor (mg),Iodine (mcg),Iron (mg),Magn (mg),Mang (mg),Moly (mcg),Phos (mg),Pot (mg),Sel (mcg),Sod (mg),Zinc (mg),Omega3 (g),Omega6 (g),Alc (g),Caff (mg),Chln (mg)
    shallots,0.516667,Ounce-weight,14.65,10.55,0.13,0.02,0.37,2.46,0.47,0,1.15,0,0,0.84,0.01,0,0,0.01,0,0,11.69,0.59,0.03,0.06,0,0.44,0.01,0,0.03,0.1,0.05,0,0,1.17,0,0,0.01,4.98,4.98,0.12,0.04,5.42,0,0.01,0,0,0.18,3.08,0.04,0.73,8.79,48.92,0.18,1.76,0.06,0,0.01,0,0,1.66
    jalapeno peppers,0.125,Ounce-weight,3.54,1.03,0.12,0.03,0.03,0.23,0.09,0,0.14,0.14,0,0,0.01,0,0,0,0,0,3.25,38.2,1.91,3.82,0,19.88,0,0,0.05,0.05,0.01,0,0,4.2,0,0,0.13,0.96,0.96,0.66,0.01,0.43,0,0,0,0,0.01,0.53,0,0,0.92,8.79,0.01,0.11,0,0,0,0,0,0.27
    olive oil,0.158333,Fluid ounce,4.27,37.79,37.79,5.31,0,0,0,0,0,0,0,0,4.27,0.59,3.12,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,2.57,0,0.04,0,0,0,0,0.02,0,0,0,0,0.04,0,0.09,0,0.03,0.42,0,0,0.01
    black pepper,0.033333,Ounce-weight,0.94,2.37,0.28,0.12,0.1,0.6,0.24,0,0.01,0.01,0,0.36,0.03,0.01,0.01,0.01,0,0,0.12,5.17,0.26,0.52,0,2.93,0,0,0.01,0.02,0,0,0,0,0,0,0.01,0.16,0.16,1.55,0.01,4.19,0.15,0.01,0,0,0.09,1.62,0.12,0,1.49,12.56,0.05,0.19,0.01,0,0.01,0,0,0.11
    sea salt,0.065,ounce-weight,1.8427175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.155,,,,,,
Total,1,Serving,481.8,421.66,65.81,8.78,22.72,68.34,19.19,3.43,11.89,1.92,0.41,37.2,7.39,0.98,3.36,1.22,0,0,167.72,3626.99,181.35,362.7,0,427.64,0.42,0.2,2.31,6.12,0.48,0,1.21,61.66,0,0,1.81,401.27,331.45,211.55,0.89,283.32,0.15,0.9,0,0.69,11.54,208.76,2.2,9.41,303.14,1854.79,10.98,765.2,3.31,0.21,1.01,0,0,65.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thai Coconut Green Curry,1,Serving,368.63,358.77,197.98,141.21,15.27,28.02,6.62,0.61,6.86,1.66,0.96,6.54,22,15.69,1.72,3.07,0,0,276.83,9998.59,499.93,999.86,0,4404.46,0.12,0.13,1.54,2.38,0.28,0,1.57,81.01,0,0,0.8,96.46,96.46,284.3,0.58,259.1,0,0.81,0,0.79,5.58,71.6,1.05,6.26,153.98,691.55,1.56,764,0.91,0.1,0.27,0,0,15.67
"    oil, coconut",0.072,Fluid ounce,1.96,17.47,17.46,14.54,0,0,0,0,0,0,0,0,1.94,1.62,0.12,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01
"    onion, white, fresh, chopped",1.396,Ounce-weight,39.58,15.83,0.36,0.15,0.44,3.7,0.67,0,1.68,1.29,0.39,1.35,0.04,0.02,0.01,0.01,0,0,35.27,0.79,0.04,0.08,0,0.4,0.02,0.01,0.05,0.14,0.05,0,1.39,2.93,0,0,0.01,7.52,7.52,0.16,0.05,9.1,0,0.02,0,0.79,0.08,3.96,0.05,1.98,11.48,57.78,0.2,1.58,0.07,0,0.01,0,0,2.41
"    ginger root, fresh, 1"" sliced",0.056,Ounce-weight,1.59,1.27,0.11,0.03,0.03,0.28,0.03,0,0.03,0,0,0.22,0.01,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0.08,0,0,0,0.17,0.17,0,0,0.25,0,0,0,0,0.01,0.68,0,0,0.54,6.59,0.01,0.21,0.01,0,0,0,0,0.46
"    garlic, minced",0.084,Ounce-weight,2.38,7.14,2.14,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    carrots, fresh",0.924,Ounce-weight,26.19,10.07,0,0,0.34,2.35,0.67,0,1.68,0,0,0,0,0,0,0,0,0,23.25,1847.08,92.35,184.71,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,6.72,0,0,0,0,0.12,0,0,0,0,83.96,0,20.15,0,0,0,0,0,0
"    peas, snow, fresh",0.688,Ounce-weight,19.5,8.03,0,0,0.46,1.38,0.46,0,0.69,0,0,0.23,0,0,0,0,0,0,0,22.95,1.15,2.29,0,13.3,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,9.18,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0
"    broccoli florets, fresh",0.888,Ounce-weight,25.17,7.05,0.79,0.12,0.75,1.27,0.58,0.06,0.37,0,0,0.32,0.09,0.01,0.01,0.04,0,0,22.83,755.23,37.76,75.52,0,0,0.02,0.03,0.16,0.28,0.04,0,0,23.46,0,0,0,17.87,17.87,0,0.13,12.08,0,0.01,0,0,0.22,6.29,0.06,1.26,16.62,81.82,0.76,6.8,0.1,0.03,0.01,0,0,0
"    coconut milk, canned",0.306,Cup,69.16,136.24,132.76,117.73,1.4,1.94,0,0,0,0,0,0,14.75,13.08,0.63,0.16,0,0,50.4,0,0,0,0,0,0.02,0,0.44,0.69,0.02,0,0,0.69,0,0,0,9.68,9.68,0,0.11,12.45,0,0.15,0,0,2.28,31.81,0.53,0,66.39,152.14,0,8.99,0.39,0,0.16,0,0,5.88
"    water, generic",0.888,Fluid ounce,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0.53,0,0,0,0,0,0.53,0,0,0,0,0,0
"    kale, fresh, chopped",1.332,Ounce-weight,37.76,18.5,3.16,0.31,1.62,3.3,1.36,0.54,0.85,0,0,1.09,0.35,0.03,0.02,0.13,0,0,31.73,3772.38,188.62,377.24,0,2238.13,0.04,0.05,0.38,0.38,0.1,0,0.19,45.31,0,0,0.58,53.24,53.24,266.14,0.03,56.64,0,0.57,0,0,0.56,17.75,0.25,1.89,34.74,185.41,0.34,14.35,0.21,0.07,0.05,0,0,0.3
"    vinegar, brown rice, organic",0.056,Fluid ounce,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    soy sauce, tamari",0.028,Cup,8.06,4.84,0.07,0.01,0.85,0.45,0.06,0,0.14,0,0,0.25,0.01,0,0,0,0,0,5.32,0,0,0,0,0,0,0.01,0.32,0.56,0.02,0,0,0,0,0,0,1.45,1.45,0,0.03,1.61,0,0.01,0,0,0.19,3.23,0.04,0,10.48,17.1,0.06,450.45,0.03,0,0,0,0,3.1
"    tofu, super firm, Nasoya, cubed",2.532,Ounce-weight,71.78,84.7,40.7,8.27,8.9,2.01,1.44,0,0.43,0,0,0.14,4.52,0.92,0.92,2.69,0,0,55.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.95,0,0,0,0,1.44,0,0,0,0,0,0,4.31,0,0,0,0,0,0
    arrowroot flour,0.252,Ounce-weight,7.14,25.5,0.06,0.01,0.02,6.3,0.24,0,0,0,0,0,0.01,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.01,2.86,0,0,0,0,0.02,0.21,0.03,0,0.36,0.79,0,0.14,0.01,0,0,0,0,0
"    cilantro, fresh, leaves",0.2,Ounce-weight,5.67,1.3,0.27,0.01,0.12,0.21,0.16,0,0.05,0,0,0,0.03,0,0.02,0,0,0,5.23,382.61,19.13,38.26,0,222.83,0,0.01,0.06,0.06,0.01,0,0,1.53,0,0,0.14,3.52,3.52,17.58,0.03,3.8,0,0.01,0,0,0.1,1.47,0.02,0,2.72,29.54,0.05,2.61,0.03,0,0,0,0,0.73
"    curry paste, green",0.05552,Ounce-weight,1.57,1.31,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.58,0,0,0,0,0,0
"    sweet potatoes, fresh, cubes",0.8,Ounce-weight,22.68,19.5,0.1,0.04,0.36,4.56,0.68,0,0.95,0.38,0.57,2.93,0.01,0,0,0,0,0,17.53,3217.56,160.88,321.76,0,1929.81,0.02,0.01,0.13,0.24,0.05,0,0,0.54,0,0,0.06,2.49,2.49,0.41,0.18,6.8,0,0.03,0,0,0.14,5.67,0.06,1.13,10.66,76.43,0.14,12.47,0.07,0,0,0,0,2.79
    sea salt,0.016,ounce-weight,0.453592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.792,,,,,,
Total,1,Serving,368.63,358.77,197.98,141.21,15.27,28.02,6.62,0.61,6.86,1.66,0.96,6.54,22,15.69,1.72,3.07,0,0,276.83,9998.59,499.93,999.86,0,4404.46,0.12,0.13,1.54,2.38,0.28,0,1.57,81.01,0,0,0.8,96.46,96.46,284.3,0.58,259.1,0,0.81,0,0.79,5.58,71.6,1.05,6.26,153.98,691.55,1.56,764,0.91,0.1,0.27,0,0,15.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemongrass Rice,1,Serving,75.87,224.23,17.58,3.25,4.61,46.59,2.2,0.22,0.4,0,0.4,43.99,1.95,0.36,0.64,0.61,0,0,21.84,0,0,0,0,0,0.33,0.06,3.96,4.94,0.29,0,0.63,0.01,0,0,0.37,14.04,14.04,0.37,0.65,6.03,0.24,0.19,0.01,0,0.8,70.96,1.74,0,189.87,153.82,10.44,3.64,1.3,0.02,0.59,0,0,13.13
"    rice, brown, dry, long grain",0.33,Cup,61.05,224.05,17.58,3.25,4.6,46.55,2.2,0.22,0.4,0,0.4,43.95,1.95,0.36,0.64,0.61,0,0,7.2,0,0,0,0,0,0.33,0.06,3.96,4.94,0.29,0,0.63,0,0,0,0.37,14.04,14.04,0.37,0.65,5.49,0.24,0.18,0,0,0.79,70.82,1.74,0,189.87,152.62,10.44,3.05,1.3,0.02,0.59,0,0,13.13
"    lemongrass, fresh, chopped",0.0025,Cup,0.17,0.18,0,0,0.01,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0,0.01,0,0,0,0,1.2,0,0,0,0,0,0,0,0
"    water, tap",0.495,Fluid ounce,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.01,0,0,0.15,0,0,0,0,0,0.59,0,0,0,0,0,0
Total,1,Serving,75.87,224.23,17.58,3.25,4.61,46.59,2.2,0.22,0.4,0,0.4,43.99,1.95,0.36,0.64,0.61,0,0,21.84,0,0,0,0,0,0.33,0.06,3.96,4.94,0.29,0,0.63,0.01,0,0,0.37,14.04,14.04,0.37,0.65,6.03,0.24,0.19,0.01,0,0.8,70.96,1.74,0,189.87,153.82,10.44,3.64,1.3,0.02,0.59,0,0,13.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcella Inspired Bolognese,1,Serving,255.51,299.83,154.6,27.54,14.03,20.4,3.48,0,8.63,3.54,0.16,5.09,17.26,3.06,9.3,3.65,0,0,195.65,1252.26,62.61,125.23,0,91.16,0.11,0.26,2.52,4.18,0.24,0.05,0.53,12.06,0.4,0.01,1.58,25.79,25.79,7.26,0.55,100.56,0.06,0.44,0.06,0.3,3.68,54.28,0.79,0.75,160.04,563.65,4.02,765.6,0.88,0.15,2.26,2.97,0,12.94
"    oil, olive",0.18,Fluid ounce,4.86,42.96,42.96,6.04,0,0,0,0,0,0,0,0,4.86,0.67,3.55,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,2.93,0,0.05,0,0,0,0,0.03,0,0,0,0,0.05,0,0.1,0,0.04,0.47,0,0,0.01
"    onion, yellow, fresh, chopped",0.5325,Ounce-weight,15.1,6.04,0.14,0.06,0.17,1.41,0.26,0,0.64,0.49,0.15,0.51,0.02,0.01,0,0,0,0,13.45,0.3,0.02,0.03,0,0.15,0.01,0,0.02,0.05,0.02,0,0.53,1.12,0,0,0,2.87,2.87,0.06,0.02,3.47,0,0.01,0,0.3,0.03,1.51,0.02,0.75,4.38,22.04,0.08,0.6,0.03,0,0,0,0,0.92
"    garlic, minced",0.0375,Ounce-weight,1.06,3.19,0.96,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    celery, fresh, stalk",0.4275,Ounce-weight,12.12,1.65,0,0,0,0.44,0.22,0,0.22,0,0,0,0,0,0,0,0,0,11.59,55.09,2.75,5.51,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,4.41,0,0,0,0,0.04,0,0,0,0,28.65,0,12.67,0,0,0,0,0,0
"    carrots, fresh",0.4125,Ounce-weight,11.69,4.5,0,0,0.15,1.05,0.3,0,0.75,0,0,0,0,0,0,0,0,0,10.38,824.59,41.23,82.46,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,3,0,0,0,0,0.05,0,0,0,0,37.48,0,9,0,0,0,0,0,0
    tempeh,1.4775,Ounce-weight,41.89,80.42,40.71,9.57,8.5,3.2,0,0,0,0,0,0,4.52,1.06,1.34,1.8,0,0,24.99,0,0,0,0,0,0.03,0.15,1.11,2.46,0.09,0.03,0,0,0,0,0,10.05,10.05,0,0.12,46.49,0,0.23,0,0,1.13,33.93,0.54,0,111.42,172.57,0,3.77,0.48,0.1,1.7,0,0,0
"    mushrooms, crimini, fresh",0.4725,Ounce-weight,13.4,2.95,0.12,0.02,0.33,0.58,0.08,0,0.23,0,0,0.27,0.01,0,0,0.01,0,0,12.34,0,0,0,0,0,0.01,0.07,0.51,0.63,0.01,0.01,0,0,0.4,0.01,0,3.35,3.35,0,0.2,2.41,0,0.07,0,0,0.05,1.21,0.02,0,16.07,60.01,3.48,0.8,0.15,0,0.01,0,0,2.96
"    black pepper, ground",0.0125,Ounce-weight,0.35,0.89,0.1,0.04,0.04,0.23,0.09,0,0,0,0,0.13,0.01,0,0,0,0,0,0.04,1.94,0.1,0.19,0,1.1,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0.06,0.58,0,1.57,0.06,0,0,0,0.03,0.61,0.05,0,0.56,4.71,0.02,0.07,0,0,0,0,0,0.04
"    nutmeg, ground",0.005,Ounce-weight,0.14,0.74,0.46,0.33,0.01,0.07,0.03,0,0,0,0,0.04,0.05,0.04,0,0,0,0,0.01,0.14,0.01,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0.26,0,0,0,0,0,0.26,0,0,0.3,0.5,0,0.02,0,0,0,0,0,0.01
"    tomatoes, crushed, canned",2.4575,Ounce-weight,69.67,22.29,1.76,0.25,1.14,5.08,1.32,0,3.07,3.04,0.01,0.69,0.2,0.03,0.03,0.08,0,0,62.31,149.79,7.49,14.98,0,89.87,0.05,0.04,0.85,0.99,0.1,0,0,6.41,0,0,0.87,9.06,9.06,3.69,0.19,23.69,0,0.13,0,0,0.91,13.93,0.13,0,22.29,204.13,0.42,129.58,0.19,0,0.08,0,0,8.99
    tomato sauce,1.1825,Ounce-weight,33.52,10.99,0,0,0.55,2.75,0.55,0,2.2,0,0,0,0,0,0,0,0,0,30.65,219.82,10.99,21.98,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,13.74,0,54.96,0,0,0,0,0,0
"    wine, white, chardonnay",0.118125,Cup,27.78,23.34,0,0,0.02,0.6,0,0,0.27,0,0,0.33,0,0,0,0,0,0,24.13,0,0,0,0,0,0,0,0.03,0.03,0.01,0,0,0,0,0,0,0.28,0.28,0,0.01,2.5,0,0,0.06,0,0.08,2.78,0.03,0,5,19.73,0.03,1.39,0.03,0,0,2.97,0,0
"    cashews, raw, whole",0.3825,Ounce-weight,10.84,61.96,41.83,6.97,1.94,3.1,0.39,0,0.77,0,0,1.94,4.65,0.77,2.71,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0.7,0,0,0,0,0,0,1.94,0,0,0,0,0,0
"    bay leaf, dried",0.045156,Each,0.01,0.03,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.08,0,0,0,0,0,0.01,0,0,0.01,0.05,0,0,0,0,0,0,0,0
"    cashews, raw, whole",0.23375,Ounce-weight,6.63,37.87,25.56,4.26,1.18,1.89,0.24,0,0.47,0,0,1.18,2.84,0.47,1.66,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0.43,0,0,0,0,0,0,1.18,0,0,0,0,0,0
"    water, tap",0.02125,Cup,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0,0.2,0,0,0,0,0,0
    sea salt,0.05,ounce-weight,1.417475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.35,,,,,,
Total,1,Serving,255.51,299.83,154.6,27.54,14.03,20.4,3.48,0,8.63,3.54,0.16,5.09,17.26,3.06,9.3,3.65,0,0,195.65,1252.26,62.61,125.23,0,91.16,0.11,0.26,2.52,4.18,0.24,0.05,0.53,12.06,0.4,0.01,1.58,25.79,25.79,7.26,0.55,100.56,0.06,0.44,0.06,0.3,3.68,54.28,0.79,0.75,160.04,563.65,4.02,765.6,0.88,0.15,2.26,2.97,0,12.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spelt Fusilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Spelt pasta,1,Serving,56,210,0,0,7,42,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Total,1,Serving,56,210,0,0,7,42,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza Pocket,1,Serving,502.95,463.16,122.83,22.87,26.81,64.87,10.5,0.1,16.4,5.75,0.03,5.97,13.7,2.54,5.96,3.98,0,0,212.23,1574.46,81.14,157.45,0,863.69,0.29,0.74,5.74,10.49,0.51,0.13,0,91.16,2.46,0.08,1.91,67.54,78.4,31.44,1.89,177.16,0.17,1,0.01,0.22,5.88,144.15,2.51,5.73,312.88,1456.91,40.63,763,2.74,0.23,3.05,0,0,24.65
    tempeh,0.144444,Pound,65.52,125.8,63.68,14.97,13.29,5.01,0,0,0,0,0,0,7.08,1.66,2.1,2.82,0,0,39.08,0,0,0,0,0,0.05,0.23,1.73,3.85,0.14,0.05,0,0,0,0,0,15.72,15.72,0,0.18,72.73,0,0.37,0,0,1.77,53.07,0.85,0,174.28,269.94,0,5.9,0.75,0.16,2.65,0,0,0
"    thyme, dried, leaves",0.006481,Cup,0.31,0.86,0.21,0.08,0.03,0.2,0.12,0,0.01,0,0,0.08,0.02,0.01,0,0,0,0,0.02,11.82,0.59,1.18,0,7.04,0,0,0.02,0.03,0,0,0,0.16,0,0,0.02,0.85,0.85,5.33,0,5.88,0,0,0,0,0.38,0.68,0.02,0,0.63,2.53,0.01,0.17,0.02,0,0,0,0,0.14
"    oregano, dried, leaves",0.024074,Cup,1.16,3.06,0.45,0.16,0.1,0.8,0.49,0,0.05,0.04,0.01,0.26,0.05,0.02,0.01,0.02,0,0,0.11,19.66,0.98,1.97,0,11.64,0,0.01,0.05,0.09,0.01,0,0,0.03,0,0,0.21,2.74,2.74,7.18,0.01,18.45,0,0.01,0,0,0.43,3.12,0.06,0,1.71,14.56,0.05,0.29,0.03,0.01,0.01,0,0,0.37
    paprika,0.077778,Tablespoon,0.54,1.51,0.62,0.1,0.08,0.29,0.19,0,0.06,0.05,0,0.05,0.07,0.01,0.01,0.04,0,0,0.06,264.33,13.22,26.43,0,140.4,0,0.01,0.05,0.06,0.01,0,0,0,0,0,0.16,0.26,0.26,0.43,0.01,1.23,0,0,0,0,0.11,0.96,0.01,0,1.69,12.24,0.03,0.36,0.02,0,0.04,0,0,0.28
"    garlic, minced",0.107407,Ounce-weight,3.04,9.13,2.74,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    black pepper, ground",0.018519,Ounce-weight,0.52,1.32,0.15,0.07,0.05,0.34,0.13,0,0,0,0,0.2,0.02,0.01,0,0.01,0,0,0.07,2.87,0.14,0.29,0,1.63,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0.09,0.09,0.86,0.01,2.33,0.08,0.01,0,0,0.05,0.9,0.07,0,0.83,6.98,0.03,0.1,0.01,0,0,0,0,0.06
"    vinegar, balsamic",0.108333,Cup,27.73,24.41,0,0,0.14,4.72,0,0,4.15,4.15,0,0,0,0,0,0,0,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0.01,0,0,0.2,3.33,0.04,0,5.27,31.06,0,6.38,0.02,0,0,0,0,0
"    soy sauce, tamari",0.012037,Cup,3.47,2.08,0.03,0,0.36,0.19,0.03,0,0.06,0,0,0.11,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0.01,0.14,0.24,0.01,0,0,0,0,0,0,0.62,0.62,0,0.01,0.69,0,0,0,0,0.08,1.39,0.02,0,4.51,7.35,0.03,193.65,0.01,0,0,0,0,1.33
"    tomato sauce, canned, unsalted",4.67037,Fluid ounce,144.78,46.7,0,0,2.34,11.68,2.34,0,7.01,0,0,2.34,0,0,0,0,0,0,0,467.04,23.35,46.7,0,273.78,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.98,0,46.7,0,0,0,0,0,0
"    mushrooms, crimini, fresh",2.88889,Ounce-weight,81.9,18.02,0.74,0.1,2.05,3.52,0.49,0,1.41,0,0,1.62,0.08,0.01,0,0.03,0,0,75.45,0,0,0,0,0,0.08,0.4,3.11,3.88,0.09,0.08,0,0,2.46,0.08,0.01,20.47,20.47,0,1.23,14.74,0,0.41,0,0,0.33,7.37,0.12,0,98.28,366.91,21.29,4.91,0.9,0,0.03,0,0,18.1
"    onion, red, fresh",1.05926,Ounce-weight,30.03,12.01,0,0,0.38,2.82,0.56,0,1.31,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,7.51,0,0,0,0,0.07,0,0,0,0,0,0,1.13,0,0,0,0,0,0
"    bell pepper, red, fresh, chopped",0.048148,Pound,21.84,6.77,0.59,0.05,0.22,1.32,0.44,0,0.88,0.88,0,0,0.07,0.01,0,0.02,0,0,20.14,683.8,34.19,68.38,0,354.68,0.01,0.02,0.21,0.26,0.06,0,0,27.89,0,0,0.35,10.05,10.05,1.07,0.07,1.53,0,0,0,0.22,0.09,2.62,0.02,1.09,5.68,46.08,0.02,0.87,0.05,0.01,0.01,0,0,1.22
"    bell pepper, yellow, fresh, large, 3 3/4""",0.962963,Ounce-weight,27.3,7.37,0.52,0.08,0.27,1.73,0.25,0.07,0,0,0,0,0.06,0.01,0,0,0,0,25.12,54.6,2.73,5.46,0,32.76,0.01,0.01,0.24,0.3,0.05,0,0,50.09,0,0,0,7.1,7.1,0,0.05,3,0,0.03,0,0,0.13,3.28,0.03,1.36,6.55,57.88,0.08,0.55,0.05,0,0,0,0,0
"    basil, dried, ground",0.018519,Ounce-weight,0.52,1.22,0.19,0.1,0.12,0.25,0.2,0,0.01,0.01,0,0.04,0.02,0.01,0.01,0,0,0,0.05,3.91,0.2,0.39,0,1.98,0,0.01,0.03,0.05,0.01,0,0,0,0,0,0.06,1.63,1.63,9,0,11.76,0,0.01,0,0,0.47,3.73,0.05,0,1.44,13.81,0.02,0.4,0.04,0,0,0,0,0.29
"    oregano, dried, leaves",0.018519,Ounce-weight,0.52,1.39,0.2,0.07,0.05,0.36,0.22,0,0.02,0.02,0,0.12,0.02,0.01,0,0.01,0,0,0.05,8.93,0.45,0.89,0,5.29,0,0,0.02,0.04,0.01,0,0,0.01,0,0,0.1,1.24,1.24,3.26,0,8.38,0,0,0,0,0.19,1.42,0.03,0,0.78,6.61,0.02,0.13,0.01,0,0,0,0,0.17
"    oil, olive",0.107407,Fluid ounce,2.9,25.64,25.64,3.6,0,0,0,0,0,0,0,0,2.9,0.4,2.12,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,1.75,0,0.03,0,0,0,0,0.02,0,0,0,0,0.03,0,0.06,0,0.02,0.28,0,0,0.01
"    black pepper, ground",0.018519,Ounce-weight,0.52,1.32,0.15,0.07,0.05,0.34,0.13,0,0,0,0,0.2,0.02,0.01,0,0.01,0,0,0.07,2.87,0.14,0.29,0,1.63,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0.09,0.09,0.86,0.01,2.33,0.08,0.01,0,0,0.05,0.9,0.07,0,0.83,6.98,0.03,0.1,0.01,0,0,0,0,0.06
